spu_pk,product_title,source_product_id,source_platform,source_unit_cost,source_min_unit_cost,source_max_unit_cost,status,source_item_url
107,男士夏季撞色条纹短袖T恤男士高级感圆领帅气百搭冰感透气上衣,1737133113891521783,1688,32.0000,32.0000,32.0000,success,http://detail.1688.com/offer/1071652708467.html
199,男士夏季撞色条纹短袖T恤男士高级感圆领帅气百搭冰感透气上衣,1071652708467,1688,,,,fail,http://detail.1688.com/offer/1071652708467.html
161,男士夏季撞色条纹短袖T恤男士高级感圆领帅气百搭冰感透气上衣,1737119091322422519,1688,32.0000,32.0000,32.0000,success,http://detail.1688.com/offer/1071652708467.html
273,男士夏季时尚刺绣Polo衫短袖T恤凉感透气修身潮流轻奢翻领凉感T恤,1064830876122,1688,,,,fail,http://detail.1688.com/offer/1064830876122.html
270,男士夏季时尚刺绣Polo衫短袖T恤凉感透气修身潮流轻奢翻领凉感T恤,1736969496466457847,1688,32.0000,32.0000,32.0000,success,http://detail.1688.com/offer/1064830876122.html
271,男士夏季薄款短袖Polo衫上衣韩版修身字母刺绣休闲百搭翻领9997,922522381945,1688,,,,fail,http://detail.1688.com/offer/922522381945.html
269,男士夏季薄款短袖Polo衫上衣韩版修身字母刺绣休闲百搭翻领9997,1736969956446930167,1688,44.0000,44.0000,44.0000,success,http://detail.1688.com/offer/922522381945.html
315,男士外贸夏季半拉链立领套头速干衣运动透气T恤短袖骑行健身衣,1736528330167125239,1688,26.0000,26.0000,26.0000,success,http://detail.1688.com/offer/928518272916.html
210,男士条纹针织polo衫男夏季冰丝薄款透气休闲潮流百搭翻领男士t恤,1737041562143917303,1688,63.5000,63.5000,63.5000,success,http://detail.1688.com/offer/1052136671345.html
277,男士潮流刺绣休闲Polo衫夏季新款翻领撞色T恤痞帅简约半袖t恤上衣,1736942541985121527,1688,29.4000,29.4000,29.4000,success,http://detail.1688.com/offer/927051474821.html
285,男士短袖t恤2026新款夏季重磅宽松圆领美式高街夏天青年T短袖男款,1736929980124792055,1688,30.0000,30.0000,30.0000,success,http://detail.1688.com/offer/1049887036041.html
219,男士翻领短袖透珠地棉商务休闲百搭中青年彩条Polo衫,1737041323048928503,1688,55.0000,55.0000,55.0000,success,http://detail.1688.com/offer/1064205086027.html
231,男装潮牌条纹T恤男夏季新款美式圆领复古男士休闲百搭半袖上衣,1737033313836893431,1688,33.0000,33.0000,33.0000,success,http://detail.1688.com/offer/1052614927326.html
117,百搭潮流时尚印花男士短袖夏季新款圆领休闲半袖薄款上衣T恤,1737133120333251831,1688,40.0000,40.0000,40.0000,success,http://detail.1688.com/offer/1046099133771.html
195,百搭潮流时尚印花男士短袖夏季新款圆领休闲半袖薄款上衣T恤,1737118618930152695,1688,40.0000,40.0000,40.0000,success,http://detail.1688.com/offer/1046099133771.html
282,直播爆款轻奢新款冰丝无痕透气POLO衫男士夏季纯色短袖翻领T恤衫,1736931111458211063,1688,41.0000,41.0000,41.0000,success,http://detail.1688.com/offer/1041597635193.html
280,短袖t恤男夏季百搭透气青年圆领休闲体恤衫男装潮流百搭半袖上衣,1736929632807519479,1688,28.0000,28.0000,28.0000,success,http://detail.1688.com/offer/1041400224150.html
150,短袖男士夏季潮流时尚休闲百搭圆领恤年夏季新款透气中年男士薄款,1052253416974,1688,,,,fail,http://detail.1688.com/offer/1052253416974.html
120,短袖男士夏季潮流时尚休闲百搭圆领恤年夏季新款透气中年男士薄款,1737133022169433335,1688,37.0000,37.0000,37.0000,success,http://detail.1688.com/offer/1052253416974.html
298,缎面高级男士冰丝内裤轻奢男士短裤0感桑蚕丝10A抑菌底裆平角内裤,1736540854628680951,1688,14.0000,14.0000,14.0000,success,http://detail.1688.com/offer/914529305040.html
327,美式复古烫钻提花 T 恤男2026新款潮牌重磅宽松男士夏季短袖上,1736496308788167927,1688,26.0000,26.0000,26.0000,success,http://detail.1688.com/offer/1056397621480.html
260,美式条纹亨利领polo衫短袖男女夏季撞色弹力松弛感老钱风半袖t恤,1737004607260493047,1688,45.0000,45.0000,45.0000,success,http://detail.1688.com/offer/1057381439840.html
265,美式泡泡纱格纹短袖衬衫男夏季翻领休闲衬衣复古宽松百搭情侣外套,1737004605630481655,1688,36.0000,36.0000,36.0000,success,http://detail.1688.com/offer/1061793100697.html
326,美式男士渐变烫钻t恤2025夏季新款百搭破洞上衣满天星短袖体恤潮,1736496466120115447,1688,35.0000,35.0000,35.0000,success,http://detail.1688.com/offer/893750978265.html
291,美式纯棉短袖T恤男2026新款夏季宽松ins青少年重磅潮牌圆领上衣服,1736579972697130231,1688,29.0000,29.0000,29.0000,success,http://detail.1688.com/offer/1043406081201.html
259,翻领提花镂空短袖衬衫男款潮牌百搭宽松设计感休闲纯色开衫T恤衫,1737004652297094391,1688,31.0000,31.0000,31.0000,success,http://detail.1688.com/offer/1071954806370.html
217,老钱风条纹针织冰丝Polo衫男士翻领开衫撞色商务休闲t恤短袖男装,1737041547723113719,1688,57.0000,57.0000,57.0000,success,http://detail.1688.com/offer/1032516590826.html
305,裸感无痕男士四角裤轻奢舒适简约中腰平角裤透气抑菌大码居家内裤,1736537101649872119,1688,10.6000,10.6000,10.6000,success,http://detail.1688.com/offer/1050423162543.html
323,跨境夏季冰丝高端潮流新款男士休闲百搭短袖时尚圆领提花透气T恤,1736527283338314999,1688,9.0000,9.0000,9.0000,success,http://detail.1688.com/offer/1033242643938.html
292,跨境大码男士夏季冰丝透气棉五分裤时尚舒适弹力速干休闲运动短裤,1736541786018972919,1688,46.0000,46.0000,46.0000,success,http://detail.1688.com/offer/1054482161134.html
127,跨境直播提花圆领短袖T恤夏季新款男士刺绣潮流百搭半袖体恤上衣,1737132996101113079,1688,34.0000,34.0000,34.0000,success,http://detail.1688.com/offer/1031209471429.html
172,跨境直播提花圆领短袖T恤夏季新款男士刺绣潮流百搭半袖体恤上衣,1737118932666844407,1688,34.0000,34.0000,34.0000,success,http://detail.1688.com/offer/1031209471429.html
310,跨境纯棉国风短袖夏季新款圆领t恤设计感宽松中国风男士大量现货,1736528311729947895,1688,15.0000,15.0000,20.0000,success,http://detail.1688.com/offer/891488693468.html
234,跨境速干冰丝背心男款轻薄无袖上衣提花男士坎袖t恤新款潮流夏季,1737021543835469047,1688,11.0000,11.0000,11.0000,success,http://detail.1688.com/offer/1039166022909.html
287,跨境高档锦氨亲肤男士短袖Polo衫夏季新款商务休闲翻领半袖t恤男,1736931118766392567,1688,26.0000,26.0000,26.0000,success,http://detail.1688.com/offer/1059364932720.html
338,迷彩水波纹透气短袖男夏季高级感做旧扎染t恤美式复古圆领半截袖,1736487235825009911,1688,28.0000,28.0000,28.0000,success,http://detail.1688.com/offer/1039588168586.html
232,透气肌理夏季新款男士时尚冰丝圆领短袖T恤高级半袖宽松上衣,1737021664286835959,1688,42.0000,42.0000,42.0000,success,http://detail.1688.com/offer/914104713959.html
202,针织衫短袖T恤衫男镂空条纹肌理感高级冰丝夏跨境工厂批发凉感,1737041923216671991,1688,45.0000,45.0000,45.0000,success,http://detail.1688.com/offer/1050320676725.html
333,【铭鹊鼠】L-4XL男士夏季新款外贸透气圆领休闲印花T恤短袖半袖,1736496273367205111,1688,26.0000,26.0000,26.0000,success,http://detail.1688.com/offer/1045153963962.html
143,青年格子轻奢短袖冰丝T恤男士夏季半袖上衣时尚潮流休闲百搭圆领,1036307974408,1688,,,,fail,http://detail.1688.com/offer/1036307974408.html
119,青年格子轻奢短袖冰丝T恤男士夏季半袖上衣时尚潮流休闲百搭圆领,1737133072199025911,1688,32.0000,32.0000,32.0000,success,http://detail.1688.com/offer/1036307974408.html
224,高品质抖音爆款夏季新款男士圆领套头短袖T恤上衣,1737041209399411959,1688,26.0000,26.0000,26.0000,success,http://detail.1688.com/offer/1069397469140.html
165,高档夏季新款度假风印花短袖T恤男士圆领休闲百搭宽松半袖上衣,1067945415244,1688,,,,fail,http://detail.1688.com/offer/1067945415244.html
109,高档夏季新款度假风印花短袖T恤男士圆领休闲百搭宽松半袖上衣,1737133209677104375,1688,50.0000,50.0000,50.0000,success,http://detail.1688.com/offer/1067945415244.html
159,高档夏季男士新款冰丝短袖t恤潮流时尚休闲圆领百搭冰感上衣打底,1050251931799,1688,,,,fail,http://detail.1688.com/offer/1050251931799.html
115,高档夏季男士新款冰丝短袖t恤潮流时尚休闲圆领百搭冰感上衣打底,1737133184023102711,1688,48.0000,48.0000,48.0000,success,http://detail.1688.com/offer/1050251931799.html
211,高档夏季男士老钱风冰丝针织POLO衫休闲轻奢百搭潮流短袖薄款上衣,1737041612459050231,1688,69.0000,69.0000,69.0000,success,http://detail.1688.com/offer/1054678617616.html
215,高档夏季男士老钱风条纹翻领y伊力特针织短袖T恤POLO衫时尚上衣男,1737041487613822199,1688,64.0000,64.0000,64.0000,success,http://detail.1688.com/offer/1051788507947.html
137,高档新款冰丝短袖T恤男士夏季圆领印花宽松半袖上衣潮流男装打底,1737132836265624823,1688,40.0000,40.0000,40.0000,success,http://detail.1688.com/offer/1044610376483.html
144,高档新款冰丝短袖T恤男士夏季圆领印花宽松半袖上衣潮流男装打底,1044610376483,1688,,,,fail,http://detail.1688.com/offer/1044610376483.html
207,高档新款圆领提花毛衣短袖男士秋冬时尚洋气针织半袖打底衫潮上衣,1737041628756739319,1688,58.0000,58.0000,58.0000,success,http://detail.1688.com/offer/1028455640621.html
121,高档新款圆领短袖T恤男士夏季时尚印花百搭半袖打底潮流男装上衣,1737133076984071415,1688,49.0000,49.0000,49.0000,success,http://detail.1688.com/offer/1057837487398.html
188,高档新款圆领短袖T恤男士夏季时尚印花百搭半袖打底潮流男装上衣,1737118775151789303,1688,49.0000,49.0000,49.0000,success,http://detail.1688.com/offer/1057837487398.html
125,高档新款时尚短袖T恤男士夏季时尚百搭宽松半袖上衣潮流男装打底,1737133055550194935,1688,43.0000,43.0000,43.0000,success,http://detail.1688.com/offer/1047468313416.html
142,高档新款时尚短袖T恤男士夏季时尚百搭宽松半袖上衣潮流男装打底,1047468313416,1688,,,,fail,http://detail.1688.com/offer/1047468313416.html
240,高档新款条纹撞色短袖T恤男士夏季休闲洋气半袖打底衫潮上衣,1737021580322768119,1688,37.0000,37.0000,37.0000,success,http://detail.1688.com/offer/1050846281717.html
203,高档男士夏季新品V领无袖镂空运动透气痞帅风T恤背心潮流男装上衣,1737041699565962487,1688,53.0000,53.0000,53.0000,success,http://detail.1688.com/offer/1055947888297.html
337,高端潮牌破洞短袖T恤男士夏季薄款设计感圆领半袖上衣男款,1736486956517590263,1688,31.0000,31.0000,31.0000,success,http://detail.1688.com/offer/1034419100174.html
321,高质量棉烫钻设计感轻奢个性字母短袖T恤男潮流时尚圆领打底衫,1736496491710874871,1688,22.9000,22.9000,22.9000,success,http://detail.1688.com/offer/1026922969017.html
